20"CTR_NO","CTR_SIZE","LDD_MT_FLG","IMP_EXP_FLG","FCL_LCL_FLG","SEAL_NO","SLINE_CD","ICD_LOC_CD","STK_LOC","ROW_NO","COLUMN_NO","HEIGHT","STK_ID","ID"
"TGHU9468962",40,"L","I","FCL","M9646316","CMCGM","ST","025/018C","025","018","C","S4","S4:025:018:C"
"TLLU8002557",40,"L","I","FCL","UL8969113","CMCGM","IWH","560/001B","560","001","B","IP","IP:560:001:B"
"CMAU4381260",40,"L","I","FCL","J0212078","CMCGM","IWH","560/021A","560","021","A","IP","IP:560:021:A"
"TRHU6025638",40,"E","E","LCL","","CMCGM","WHF","519/030B","519","030","B","4P","4P:519:030:B"
"TCNU3994042",40,"L","I","FCL","M1673906","CMCGM","ST","027/015C","027","015","C","S4","S4:027:015:C"
"TCNU4008181",40,"L","I","FCL","M8361362","CMCGM","IWH","087/020A","087","020","A","I2","I2:087:020:A"
"GESU6689653",40,"L","I","FCL","M9545240","CMCGM","IWH","101/034B","101","034","B","I4","I4:101:034:B"
"CMAU5720543",40,"L","I","FCL","M9681720","CMCGM","IWH","119/001A","119","001","A","P5","P5:119:001:A"
"TXGU4024354",40,"L","I","FCL","M9228956","CMCGM","ST","028/017C","028","017","C","S4","S4:028:017:C"
"HLXU8464740",40,"L","I","FCL","GW030883","HLI","WHF","514/029A","514","029","A","3P","3P:514:029:A"
"HAMU3349623",40,"L","I","FCL","10601369","HLI","ST","021/034B","021","034","B","S3","S3:021:034:B"
"HAMU2581130",40,"L","I","FCL","D361387","HLI","ST","022/036D","022","036","D","S4","S4:022:036:D"
"BSIU8491422",40,"L","I","FCL","MXC091569","MAXSA","ST","020/046A","020","046","A","S3","S3:020:046:A"
"ONEU5171194",40,"L","I","FCL","CNDV23561","ONEPL","ST","028/033A","028","033","A","S4","S4:028:033:A"
"MSBU2626681",20,"L","I","FCL","FX47065209","MSC","WHF","511/010A","511","010","A","3P","3P:511:010:A"
"TCNU6273991",40,"L","I","FCL","CNDY66370","ONEPL","WHF","516/036B","516","036","B","4P","4P:516:036:B"
"TRHU3542473",20,"L","I","FCL","FJ27575634","MSC","WHF","511/010B","511","010","B","3P","3P:511:010:B"
"ONEU5819158",40,"L","I","FCL","CNDV20784","ONEPL","ST","026/043B","026","043","B","S4","S4:026:043:B"
"BMOU2616086",20,"L","I","FCL","RB208443","MSC","WHF","512/009A","512","009","A","3P","3P:512:009:A"
"MSNU3575098",20,"L","I","FCL","2236261","MSC","ST","020/006B","020","006","B","S3","S3:020:006:B"
"TXGU4346788",40,"L","I","FCL","M9330242","CMCGM","ST","027/037A","027","037","A","S4","S4:027:037:A"
"WBPU7083866",40,"L","I","FCL","9858631","HLI","ST","024/009B","024","009","B","S4","S4:024:009:B"
"BMOU6362396",40,"L","I","FCL","CF766153","KMTP","ST","021/015B","021","015","B","S3","S3:021:015:B"
"TEMU5143062",20,"L","I","FCL","CNDL54826","ONEPL","ST","015/007C","015","007","C","S3","S3:015:007:C"
"HLXU5649020",40,"L","I","FCL","150423","HLI","WHF","517/049B","517","049","B","4P","4P:517:049:B"
"CAAU4966481",40,"L","I","FCL","NF2512118","ECM","ST","023/002C","023","002","C","S4","S4:023:002:C"
"BEAU6315487",40,"L","I","FCL","EMCEHK6155","EGI","ST","023/008B","023","008","B","S4","S4:023:008:B"
"HAMU1366215",40,"L","I","FCL","9858636","HLI","WHF","516/015A","516","015","A","4P","4P:516:015:A"
"TRHU1870410",20,"L","I","FCL","CN52763BD","ONEPL","ST","015/008A","015","008","A","S3","S3:015:008:A"
"SEGU2483611",20,"L","I","FCL","CF961716","KMTP","ST","016/009A","016","009","A","S3","S3:016:009:A"
"ONEU2636929",20,"L","I","FCL","6717994","ONEPL","ST","015/009A","015","009","A","S3","S3:015:009:A"
"UACU8341783",40,"L","I","FCL","H5963186","HLI","ST","023/008C","023","008","C","S4","S4:023:008:C"
"CAAU5682617",40,"L","I","FCL","6004501","HLI","ST","022/042B","022","042","B","S4","S4:022:042:B"
"BEAU5001141",40,"L","I","FCL","B466512","HLI","ST","026/015C","026","015","C","S4","S4:026:015:C"
"KKFU8158177",40,"L","I","FCL","CNCF09488","ONEPL","ST","028/019A","028","019","A","S4","S4:028:019:A"
"UACU8607908",40,"L","I","FCL","003871.","HLI","ST","023/041D","023","041","D","S4","S4:023:041:D"
"ONEU2484256",20,"E","E","FCL","","ONEPL","ST","018/090B","018","090","B","S3","S3:018:090:B"
"EGSU3212397",20,"L","I","FCL","1426562","EGI","ST","020/010B","020","010","B","S3","S3:020:010:B"
"ECMU5631990",40,"L","I","FCL","J0536034","CMCGM","IWH","553/016B","553","016","B","IP","IP:553:016:B"
"ECMU5482448",40,"L","I","FCL","M9336247","CMCGM","IWH","560/005A","560","005","A","IP","IP:560:005:A"
"MRKU3024083",40,"L","I","FCL","EM139799K","MAI","WHF","518/045B","518","045","B","4P","4P:518:045:B"
"NYKU9909118",20,"L","I","FCL","CNDY40962","ONEPL","IWH","113/003A","113","003","A","R2","R2:113:003:A"
"TRHU6045850",40,"L","I","FCL","EU28184515","CMCGM","ST","023/040A","023","040","A","S4","S4:023:040:A"
"TLLU4064463",40,"E","E","LCL","","CMCGM","WHF","520/008A","520","008","A","4P","4P:520:008:A"
"TCNU2177109",40,"L","I","FCL","M5128743","CMCGM","IWH","560/031B","560","031","B","IP","IP:560:031:B"
"TCNU3261071",40,"E","E","LCL","","HLI","EWH","536/009B","536","009","B","EP","EP:536:009:B"
"FFAU4808860",40,"L","I","FCL","M9355195","CMCGM","IWH","087/004B","087","004","B","I2","I2:087:004:B"
"SEKU6593822",40,"L","I","FCL","J0504682","CMCGM","IWH","101/010A","101","010","A","I4","I4:101:010:A"
"TLLU4621086",40,"L","I","FCL","M6874760","CMCGM","ST","026/017D","026","017","D","S4","S4:026:017:D"
"CMAU8737278",40,"L","I","FCL","M3162032","CMCGM","ST","022/036A","022","036","A","S4","S4:022:036:A"
"CMAU8883586",40,"L","I","FCL","J0545731","CMCGM","ST","028/021A","028","021","A","S4","S4:028:021:A"
"SEKU5719330",40,"L","I","FCL","M7996597","CMCGM","ST","023/056B","023","056","B","S4","S4:023:056:B"
"TCNU1219133",40,"E","E","LCL","","CMCGM","WHF","518/009B","518","009","B","4P","4P:518:009:B"
"UETU7213967",40,"L","I","FCL","M9330066","CMCGM","ST","023/052A","023","052","A","S4","S4:023:052:A"
"ECMU4917720",40,"L","I","FCL","M9211529","CMCGM","WHF","528/043B","528","043","B","6P","6P:528:043:B"
"TCNU6382457",40,"L","I","FCL","M9245658","CMCGM","IWH","101/028A","101","028","A","I4","I4:101:028:A"
"TGBU7063109",40,"L","I","FCL","M7923323","CMCGM","ST","022/038A","022","038","A","S4","S4:022:038:A"
"SEGU4982190",40,"L","I","FCL","M4738574","CMCGM","ST","028/052B","028","052","B","S4","S4:028:052:B"
"TRHU7170369",40,"L","I","FCL","M9532050","CMCGM","IWH","098/010B","098","010","B","I4","I4:098:010:B"
"KCSU2254307",20,"L","I","FCL","UCL23618","SHLP","ST","017/021A","017","021","A","S3","S3:017:021:A"
"EMCU6345305",20,"L","I","FCL","EMCERV0455","EGI","ST","015/016C","015","016","C","S3","S3:015:016:C"
"HLBU3773950",20,"L","I","FCL","153395","HLI","ST","016/017C","016","017","C","S3","S3:016:017:C"
"FFAU7395965",40,"L","I","FCL","MLCN6463028","MAI","IWH","113/012A","113","012","A","R2","R2:113:012:A"
"TLLU3052679",20,"L","I","FCL","QNL2709263","PMIML","ST","017/010C","017","010","C","S3","S3:017:010:C"
"MRKU9259110",20,"L","I","FCL","CZ0046866","MAI","ST","016/011D","016","011","D","S3","S3:016:011:D"
"MRSU4611560",40,"L","I","FCL","225687","MAI","IWH","135/005B","135","005","B","I6","I6:135:005:B"
"ESDU1241350",20,"L","I","FCL","V051564","ESAPL","ST","016/018A","016","018","A","S3","S3:016:018:A"
"ESDU1287920",20,"L","I","FCL","V062732","ESAPL","IWH","111/029A","111","029","A","R1","R1:111:029:A"
"CIPU5130046",40,"L","I","FCL","LCH2636230","RCL","IWH","100/015B","100","015","B","I4","I4:100:015:B"
"EITU9388694",40,"L","I","FCL","EMCSLU2544","EGI","ST","023/052D","023","052","D","S4","S4:023:052:D"
"BSIU8618287",40,"L","I","FCL","1309370","UAIPL","ST","025/060C","025","060","C","S4","S4:025:060:C"
"CSYU4012560",40,"L","I","FCL","CSX250836","CSCLP","IWH","081/007A","081","007","A","I1","I1:081:007:A"
"CAAU8352861",40,"L","I","FCL","1298185","MAI","ST","024/058B","024","058","B","S4","S4:024:058:B"
"FANU3791956",40,"L","I","FCL","0183403","HLI","IWH","088/005A","088","005","A","I2","I2:088:005:A"
"HLBU1446619",20,"L","I","FCL","HLD2430506","HLI","IWH","118/004C","118","004","C","P5","P5:118:004:C"
"MRSU6272620",40,"L","I","FCL","1298184","MAI","ST","023/062B","023","062","B","S4","S4:023:062:B"
"MRKU4998101",40,"L","I","FCL","222863","MAI","IWH","135/005A","135","005","A","I6","I6:135:005:A"
"ESDU4048909",40,"L","I","FCL","D2686351","ESAPL","IWH","081/004A","081","004","A","I1","I1:081:004:A"
"MRKU0883819",40,"L","I","FCL","LV0087597","MAI","IWH","082/023B","082","023","B","I1","I1:082:023:B"
"MRKU2531740",40,"L","I","FCL","MLCZ0046730","MAI","ST","021/045A","021","045","A","S3","S3:021:045:A"
"ESDU4147579",40,"L","I","FCL","D2817349","ESAPL","IWH","090/025B","090","025","B","I3","I3:090:025:B"
"TSSU5235661",40,"L","I","FCL","TSB2704971","TLLNS","IWH","086/007A","086","007","A","I2","I2:086:007:A"
"TEMU8929482",40,"L","I","FCL","D2766343","ESAPL","IWH","080/007A","080","007","A","I1","I1:080:007:A"
"HAMU1000822",20,"L","I","FCL","HLK5004790","HLI","ST","019/022A","019","022","A","S3","S3:019:022:A"
"CMAU8415076",40,"L","I","FCL","J0496645","CMCGM","IWH","100/004A","100","004","A","I4","I4:100:004:A"
"GAOU2066543",20,"L","I","FCL","IAAJ170779","AMPL","IWH","552/042B","552","042","B","IP","IP:552:042:B"
"TGBU4142816",40,"L","I","FCL","L9197886","CMCGM","IWH","091/003A","091","003","A","I3","I3:091:003:A"
"TXGU7115226",40,"L","I","FCL","HLT2073222","HLI","IWH","134/004B","134","004","B","I6","I6:134:004:B"
"TGBU6126183",40,"E","E","LCL","","HLI","WHF","515/011A","515","011","A","3P","3P:515:011:A"
"HLBU3950378",20,"L","I","FCL","HLG8506827","HLI","ST","020/014B","020","014","B","S3","S3:020:014:B"
"SEGU1226199",20,"L","I","FCL","HLK4932874","HLI","ST","018/023A","018","023","A","S3","S3:018:023:A"
"TEMU3171949",20,"L","I","FCL","M7295170","CMCGM","ST","015/019A","015","019","A","S3","S3:015:019:A"
"ESDU1308448",20,"L","I","FCL","A1252200","ESAPL","ST","017/023C","017","023","C","S3","S3:017:023:C"
"MSBU2458211",20,"L","I","FCL","FX45671944","MSC","IWH","110/003A","110","003","A","R1","R1:110:003:A"
"SEGU3570027",20,"L","I","FCL","633150","HLI","EWH","218/092B","218","092","B","E4","E4:218:092:B"
"MSBU2475899",20,"L","I","FCL","FX45671943","MSC","IWH","110/023A","110","023","A","R1","R1:110:023:A"
"MSBU1605452",20,"L","I","FCL","C870645","MSC","ST","017/007B","017","007","B","S3","S3:017:007:B"
"GLDU3178790",20,"L","I","FCL","FX46464119","MSC","WHF","514/020A","514","020","A","3P","3P:514:020:A"
"ONEU2891734",20,"L","I","FCL","JPF036787","ONEPL","ST","017/014A","017","014","A","S3","S3:017:014:A"
"TCLU7560411",20,"E","E","LCL","","ONEPL","ST","015/079C","015","079","C","S3","S3:015:079:C"
"IAAU2863828",20,"E","E","FCL","","AMPL","ST","022/098B","022","098","B","S4","S4:022:098:B"
"MSMU3802243",20,"L","I","FCL","EU29429425","MSC","WHF","510/004A","510","004","A","2P","2P:510:004:A"
"CLHU9090141",40,"L","I","FCL","276048","MAMPL","ST","026/013B","026","013","B","S4","S4:026:013:B"
"MSBU2465967",20,"L","I","FCL","FX45671941","MSC","IWH","113/014A","113","014","A","R2","R2:113:014:A"
"ESDU2235942",20,"L","I","FCL","A1206294","ESAPL","WHF","513/015B","513","015","B","3P","3P:513:015:B"
"TCNU4139983",40,"L","I","FCL","M7457279","CMCGM","ST","027/042C","027","042","C","S4","S4:027:042:C"
"FTAU1317710",20,"E","E","FCL","","ONEPL","ST","017/085A","017","085","A","S3","S3:017:085:A"
"ESDU1306656",20,"L","I","FCL","D2732888","ESAPL","ST","017/005A","017","005","A","S3","S3:017:005:A"
"ONEU2926255",20,"L","I","FCL","THBQ48791","ONEPL","IWH","110/018B","110","018","B","R1","R1:110:018:B"
"IAAU2916785",20,"L","I","FCL","IAAJ228266","AMPL","IWH","551/038B","551","038","B","IP","IP:551:038:B"
"TGHU3404528",20,"L","I","FCL","FX43887293","MSC","ST","019/018C","019","018","C","S3","S3:019:018:C"
"TCKU6247088",40,"L","I","FCL","M6595389","CMCGM","WHF","518/050A","518","050","A","4P","4P:518:050:A"
"TLLU4624758",40,"L","I","FCL","M6875640","CMCGM","ST","019/030A","019","030","A","S3","S3:019:030:A"
"HPCU4490771",40,"L","I","FCL","J0322153","CMCGM","IWH","084/014D","084","014","D","I2","I2:084:014:D"
"CMAU8963660",40,"L","I","FCL","UL6000686","CMCGM","IWH","101/022A","101","022","A","I4","I4:101:022:A"
"TLLU4841835",40,"L","I","FCL","M1782326","CMCGM","IWH","133/021A","133","021","A","I6","I6:133:021:A"
"CMAU6597114",40,"L","I","FCL","M9572717","CMCGM","IWH","087/009B","087","009","B","I2","I2:087:009:B"
"HAMU3610779",40,"L","I","FCL","HLK4434597","HLI","IWH","558/016A","558","016","A","IP","IP:558:016:A"
"WHLU0667890",20,"L","I","FCL","WHLS226585","WHLL","ST","018/023B","018","023","B","S3","S3:018:023:B"
"UACU4083947",20,"L","I","FCL","HLK4932873","HLI","ST","021/023B","021","023","B","S3","S3:021:023:B"
"FANU1146830",40,"E","E","LCL","","HLI","ST","031/048D","031","048","D","M1","M1:031:048:D"
"WHSU0247240",20,"L","I","FCL","WHLS231257","WHLL","ST","018/022A","018","022","A","S3","S3:018:022:A"
"WHLU0626551",20,"L","I","FCL","WHLX430696","WHLL","ST","019/013A","019","013","A","S3","S3:019:013:A"
"TGHU1259190",20,"L","I","FCL","M7283102","CMCGM","ST","018/023D","018","023","D","S3","S3:018:023:D"
"FCIU7450015",40,"L","I","FCL","HLG4767950","HLI","ST","028/061A","028","061","A","S4","S4:028:061:A"
"APZU3271812",20,"L","I","FCL","M7283110","CMCGM","WHF","512/008A","512","008","A","3P","3P:512:008:A"
"FANU1035435",40,"L","I","FCL","HLK4590437","HLI","WHF","513/060A","513","060","A","3P","3P:513:060:A"
"HAMU1885015",40,"E","E","LCL","","HLI","ST","028/041C","028","041","C","S4","S4:028:041:C"
"TEMU6840518",40,"L","I","FCL","HLT2073241","HLI","IWH","100/029A","100","029","A","I4","I4:100:029:A"
"BEAU4714301",40,"L","I","FCL","HLG7636349","HLI","ST","025/062A","025","062","A","S4","S4:025:062:A"
"HAMU4148860",40,"L","I","FCL","HLD3769148","HLI","IWH","089/019A","089","019","A","I2","I2:089:019:A"
"UETU6004670",40,"E","E","LCL","","HLI","IWH","554/009A","554","009","A","IP","IP:554:009:A"
"TCLU8124161",40,"L","I","FCL","HLK4588575","HLI","ST","024/054C","024","054","C","S4","S4:024:054:C"
"HAMU1114466",20,"L","I","FCL","HLG8506842","HLI","ST","017/022D","017","022","D","S3","S3:017:022:D"
"TRHU4464061",40,"L","I","FCL","40131985","COSCO","ST","027/059A","027","059","A","S4","S4:027:059:A"
"GCXU5126268",40,"L","I","FCL","HLD2721817","HLI","IWH","099/031A","099","031","A","I4","I4:099:031:A"
"TGBU6061009",40,"L","I","FCL","HLK0012644","HLI","WHF","517/049A","517","049","A","4P","4P:517:049:A"
"ECMU7352680",40,"L","I","FCL","M9787708","CMCGM","IWH","090/013B","090","013","B","I3","I3:090:013:B"
"KMTU7599769",20,"L","I","FCL","CF924306","KMTP","ST","017/021B","017","021","B","S3","S3:017:021:B"
"TCNU3634642",40,"L","I","FCL","M9777151","CMCGM","NTA","332/014A","332","014","A","N7","N7:332:014:A"
"LIVU2034228",20,"L","I","FCL","44153","ECL","ST","018/024A","018","024","A","S3","S3:018:024:A"
"TRHU3079498",20,"L","I","FCL","M1349371","CMCGM","IWH","111/019C","111","019","C","R1","R1:111:019:C"
"SEGU8080383",20,"L","X","FCL","CF759350","GRM","NTA","332/015B","332","015","B","N7","N7:332:015:B"
"TLLU4766161",40,"L","I","FCL","M8744580","CMCGM","IWH","557/023A","557","023","A","IP","IP:557:023:A"
"KOCU4465933",40,"L","I","FCL","25H1475325","HMIPL","ST","023/026B","023","026","B","S4","S4:023:026:B"
"PCIU1801658",20,"L","I","FCL","CR0714015","PACIF","ST","019/021C","019","021","C","S3","S3:019:021:C"
"PCIU1361306",20,"L","I","FCL","CR0714014","PACIF","ST","019/021A","019","021","A","S3","S3:019:021:A"
"BMOU6251725",40,"L","I","FCL","P372526","ESAPL","ST","022/026A","022","026","A","S4","S4:022:026:A"
"OOCU0162384",40,"L","I","FCL","OOLKZB2626","OOCL","ST","022/020C","022","020","C","S4","S4:022:020:C"
"ESDU1351254",20,"L","I","FCL","D2708977","ESAPL","IWH","552/042A","552","042","A","IP","IP:552:042:A"
"ONEU3171847",20,"L","I","FCL","TW87086AF","ONEPL","ST","018/005A","018","005","A","S3","S3:018:005:A"
"BSIU8161924",40,"L","I","FCL","OOLKQN3727","OOCL","WHF","516/031A","516","031","A","4P","4P:516:031:A"
"MRKU5856272",40,"L","I","FCL","CN6974795","MAI","ST","028/025B","028","025","B","S4","S4:028:025:B"
"KCSU2254328",20,"L","I","FCL","UCL23622","SHLP","ST","019/020B","019","020","B","S3","S3:019:020:B"
"MRKU3911067",40,"L","I","FCL","CN7509958","MAI","WHF","517/018B","517","018","B","4P","4P:517:018:B"
"TGBU6821950",40,"L","I","FCL","JP0419189","MAI","IWH","555/005A","555","005","A","IP","IP:555:005:A"
"UETU2975656",20,"L","I","FCL","CN6989795","MAI","ST","020/019A","020","019","A","S3","S3:020:019:A"
"TEMU5466810",20,"L","I","FCL","SGN2610154","RCL","ST","019/019B","019","019","B","S3","S3:019:019:B"
"MRSU0698520",20,"L","I","FCL","CN6989132","MAI","IWH","110/026B","110","026","B","R1","R1:110:026:B"
"CSNU1373800",20,"L","I","FCL","CT487204","COSCO","ST","020/015D","020","015","D","S3","S3:020:015:D"
"TEMU3588439",20,"L","I","FCL","CX477119","COSCO","IWH","111/025B","111","025","B","R1","R1:111:025:B"
"TEMU0024420",20,"L","I","FCL","SGN2614397","RCL","ST","020/019C","020","019","C","S3","S3:020:019:C"
"CIPU5216540",40,"L","I","FCL","JP0419185","MAI","IWH","091/001B","091","001","B","I3","I3:091:001:B"
"ONEU2802911",20,"L","I","FCL","TW87087AF","ONEPL","ST","019/019C","019","019","C","S3","S3:019:019:C"
"MRSU6259696",40,"L","I","FCL","CN4884186","MAI","WHF","516/021D","516","021","D","4P","4P:516:021:D"
"MSKU1578180",40,"L","I","FCL","CN4212046","MAI","IWH","133/005C","133","005","C","I6","I6:133:005:C"
"TEMU2489133",20,"L","I","FCL","OOLKYU5661","OOCL","ST","019/021D","019","021","D","S3","S3:019:021:D"
"CAIU6565752",20,"L","I","FCL","SGN2617093","RCL","WHF","511/020A","511","020","A","3P","3P:511:020:A"
"FBIU0286485",20,"L","I","FCL","M8679442","CMCGM","WHF","512/021A","512","021","A","3P","3P:512:021:A"
"SUDU7451469",20,"L","I","FCL","CN7520138","MAI","IWH","113/003B","113","003","B","R2","R2:113:003:B"
"FFAU6975634",40,"L","I","FCL","TSB2704988","TLLNS","IWH","091/024B","091","024","B","I3","I3:091:024:B"
"CAAU2609572",20,"L","I","FCL","655813","OASIS","ST","020/013B","020","013","B","S3","S3:020:013:B"
"TCLU2400977",20,"L","I","FCL","CN6822481","MAI","IWH","112/001A","112","001","A","R2","R2:112:001:A"
"SEGU5559264",40,"L","I","FCL","KMB853165","KMTP","ST","023/004C","023","004","C","S4","S4:023:004:C"
"MRKU2243955",40,"L","I","FCL","CN6401807","MAI","WHF","517/008B","517","008","B","4P","4P:517:008:B"
"GCXU5303620",40,"L","I","FCL","0044629","HLI","IWH","557/034B","557","034","B","IP","IP:557:034:B"
"MRSU5245363",40,"L","I","FCL","CN4212048","MAI","IWH","131/007A","131","007","A","C2","C2:131:007:A"
"TXGU6707452",40,"L","I","FCL","LCH2636203","RCL","WHF","528/040B","528","040","B","6P","6P:528:040:B"
"MRSU4352496",40,"L","I","FCL","CN6878719","MAI","IWH","092/002A","092","002","A","I3","I3:092:002:A"
"KMTU9447446",40,"L","I","FCL","KMB850093","KMTP","ST","027/059C","027","059","C","S4","S4:027:059:C"
"REGU5160674",40,"L","I","FCL","LCH2636202","RCL","IWH","090/019C","090","019","C","I3","I3:090:019:C"
"TLLU4209103",40,"L","I","FCL","11215","SMAP","ST","026/043A","026","043","A","S4","S4:026:043:A"
"TCLU9677710",40,"L","I","FCL","M9775103","CMCGM","IWH","084/014C","084","014","C","I2","I2:084:014:C"
"TGBU5621834",40,"L","I","FCL","FX46503181","MSC","ST","023/004A","023","004","A","S4","S4:023:004:A"
"TEMU6923227",40,"L","I","FCL","CN4189335","MAI","ST","026/015B","026","015","B","S4","S4:026:015:B"
"OOLU4233564",40,"L","I","FCL","000688","OOCL","ST","028/023A","028","023","A","S4","S4:028:023:A"
"FFAU5412960",40,"L","I","FCL","M9332925","CMCGM","WHF","520/036B","520","036","B","4P","4P:520:036:B"
"TIIU5300556",40,"L","I","FCL","CN7854318","MAI","ST","026/015D","026","015","D","S4","S4:026:015:D"
"MRKU9992030",20,"L","I","FCL","LCN6989826","MAI","IWH","111/026A","111","026","A","R1","R1:111:026:A"
"CMAU6463373",40,"L","I","FCL","J0496212","CMCGM","IWH","556/015B","556","015","B","IP","IP:556:015:B"
"SUDU8819030",40,"L","I","FCL","CN6878651","MAI","IWH","090/017A","090","017","A","I3","I3:090:017:A"
"MSKU7309002",20,"L","I","FCL","CN7903026","MAI","IWH","110/004A","110","004","A","R1","R1:110:004:A"
"TEMU5415197",20,"L","I","FCL","SGN2614389","RCL","ST","019/011C","019","011","C","S3","S3:019:011:C"
"TCLU3097973",20,"L","I","FCL","M8684550","CMCGM","IWH","111/028A","111","028","A","R1","R1:111:028:A"
"MRSU0777173",20,"L","I","FCL","CN8344921","MAI","WHF","513/009B","513","009","B","3P","3P:513:009:B"
"CMAU6138856",40,"L","I","FCL","M9774386","CMCGM","WHF","518/015A","518","015","A","4P","4P:518:015:A"
"TXGU8676181",40,"L","I","FCL","SGAI39010","ONEPL","ST","022/022A","022","022","A","S4","S4:022:022:A"
"ESDU4349137",40,"L","I","FCL","D2796021","ESAPL","WHF","517/024B","517","024","B","4P","4P:517:024:B"
"TIIU2221812",20,"L","I","FCL","40273892","COSCO","ST","021/017C","021","017","C","S3","S3:021:017:C"
"ESDU4312518",40,"L","I","FCL","D2648534","ESAPL","WHF","514/023A","514","023","A","3P","3P:514:023:A"
"VSBU9001524",40,"L","I","FCL","SGT164377","GHLPL","ST","028/027B","028","027","B","S4","S4:028:027:B"
